goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,0.08,88.2,DT14,Kanker,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,18.1,10.91,DT14,Kanker,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT14,Kanker,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT14,Kanker,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,0.7,3.03,DT14,Kanker,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,36.86,25.4,DT14,Kanker,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,0.92,1.6274,DT14,Kanker,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,2,DT14,Kanker,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT14,Kanker,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,47.27,58.85,DT14,Kanker,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,32.42,21.5,DT14,Kanker,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.74,2.15,DT14,Kanker,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT14,Kanker,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,104.1,85.2,DT14,Kanker,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,77.1,154,DT14,Kanker,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,134.31,95.86,DT14,Kanker,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.06,0.057,DT15,Kabirdham,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,72.1,72.1,DT15,Kabirdham,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,7.84,9.93,DT15,Kabirdham,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.98,92.21,DT15,Kabirdham,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,39.33,20.49,DT15,Kabirdham,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,42.28,69.8,DT15,Kabirdham,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,19.96,27.3,DT15,Kabirdham,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,91.2,91.2,DT15,Kabirdham,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,31.26,27.94,DT15,Kabirdham,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,35.6,35.6,DT15,Kabirdham,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,45.8,45.4,DT15,Kabirdham,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2019,2019,DT15,Kabirdham,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1940,1940,DT15,Kabirdham,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,83.9,99.8,DT15,Kabirdham,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,20,50.4,DT15,Kabirdham,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,97,95.4,DT15,Kabirdham,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,112,96,DT15,Kabirdham,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,13.39,13.39,DT15,Kabirdham,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,11.5,12.25,DT15,Kabirdham,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,59.26,2.16,DT15,Kabirdham,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,85.74,85.74,DT15,Kabirdham,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,75.14,75.14,DT15,Kabirdham,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,32.5,32.5,DT15,Kabirdham,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,13.36,13.36,DT15,Kabirdham,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,10.94,12.88,DT15,Kabirdham,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT15,Kabirdham,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,100,100,DT15,Kabirdham,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,98.76,98.76,DT15,Kabirdham,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,40.12,40.12,DT15,Kabirdham,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,6.87,47.14,DT15,Kabirdham,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,1131,826,DT15,Kabirdham,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,47.14,6.87,DT15,Kabirdham,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,56.22,56.26,DT15,Kabirdham,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,6.2,6.2,DT15,Kabirdham,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,40,40,DT15,Kabirdham,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,39.75,50.96,DT15,Kabirdham,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,48,78,DT15,Kabirdham,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,89.02,99.03,DT15,Kabirdham,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,83,78,DT15,Kabirdham,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT15,Kabirdham,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT15,Kabirdham,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,98,DT15,Kabirdham,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,99.85,99.85,DT15,Kabirdham,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,32.84,61.17,DT15,Kabirdham,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT15,Kabirdham,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT15,Kabirdham,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,79,79,DT15,Kabirdham,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,42.38,9.73,DT15,Kabirdham,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,19.89,8.39,DT15,Kabirdham,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,9.73,54.25,DT15,Kabirdham,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,9.75,78.99,DT15,Kabirdham,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,54.25,12.66,DT15,Kabirdham,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,98,100,DT15,Kabirdham,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.474973022,0.47,DT15,Kabirdham,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,49.22,49.22,DT15,Kabirdham,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,47.79,34.65,DT15,Kabirdham,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,8.53,8.53,DT15,Kabirdham,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,10,11.62,DT15,Kabirdham,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,24,17,DT15,Kabirdham,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,12.25,59.26,DT15,Kabirdham,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT15,Kabirdham,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,58,85,DT15,Kabirdham,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT15,Kabirdham,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT15,Kabirdham,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,61,61,DT15,Kabirdham,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT15,Kabirdham,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,5.39,5.39,DT15,Kabirdham,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,10.91,8,DT15,Kabirdham,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT15,Kabirdham,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT15,Kabirdham,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,3.14,4.26,DT15,Kabirdham,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,32.62,32.62,DT15,Kabirdham,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.77,0.829,DT15,Kabirdham,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,2,0,DT15,Kabirdham,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT15,Kabirdham,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,34.29,34.29,DT15,Kabirdham,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,25.24,25.24,DT15,Kabirdham,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.49,1.49,DT15,Kabirdham,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT15,Kabirdham,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,65.5,66.8,DT15,Kabirdham,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,66.8,65.5,DT15,Kabirdham,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,93.4,94.36,DT15,Kabirdham,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.12,0.117,DT16,Kondagaon,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,80.6,80.6,DT16,Kondagaon,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,8.37,8.37,DT16,Kondagaon,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.99,93.64,DT16,Kondagaon,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,25,25.39,DT16,Kondagaon,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,59.35,74.08,DT16,Kondagaon,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,23.74,42.2,DT16,Kondagaon,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,85.66,85.66,DT16,Kondagaon,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,21.15,43.49,DT16,Kondagaon,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,87.6,87.6,DT16,Kondagaon,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,77.7,77.73,DT16,Kondagaon,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2014,2014,DT16,Kondagaon,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,2667,2667,DT16,Kondagaon,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,77,97.7,DT16,Kondagaon,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,90,72,DT16,Kondagaon,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,76,70.1,DT16,Kondagaon,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,90,79,DT16,Kondagaon,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,32.52,32.52,DT16,Kondagaon,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,6.6,26.72,DT16,Kondagaon,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,59.69,5.54,DT16,Kondagaon,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,98.79,98.79,DT16,Kondagaon,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,60.8,60.8,DT16,Kondagaon,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,45,45,DT16,Kondagaon,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,9.68,9.68,DT16,Kondagaon,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,5.71,4.71,DT16,Kondagaon,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT16,Kondagaon,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,93.16,93.16,DT16,Kondagaon,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,86.63,86.63,DT16,Kondagaon,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,18.27,18.27,DT16,Kondagaon,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,2.69,50.15,DT16,Kondagaon,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,983,1111,DT16,Kondagaon,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,50.15,2.69,DT16,Kondagaon,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,48.75,48.75,DT16,Kondagaon,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,3.7,3.7,DT16,Kondagaon,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,9.04,9.04,DT16,Kondagaon,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,40.37,40.37,DT16,Kondagaon,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,82,82,DT16,Kondagaon,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,99.54,99.54,DT16,Kondagaon,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,82,82,DT16,Kondagaon,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT16,Kondagaon,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT16,Kondagaon,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT16,Kondagaon,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,99.85,99.85,DT16,Kondagaon,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,38.88,38.88,DT16,Kondagaon,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT16,Kondagaon,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT16,Kondagaon,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,74.3,74.3,DT16,Kondagaon,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,53.85,9.5,DT16,Kondagaon,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,13.69,6.74,DT16,Kondagaon,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,9.5,54.58,DT16,Kondagaon,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,6.74,36.68,DT16,Kondagaon,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,54.58,18.14,DT16,Kondagaon,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,99,99,DT16,Kondagaon,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.045860352,0.05,DT16,Kondagaon,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,24.67,24.67,DT16,Kondagaon,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,74.01,74.01,DT16,Kondagaon,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,3.64,3.64,DT16,Kondagaon,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,12,12,DT16,Kondagaon,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,19,19,DT16,Kondagaon,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,26.72,59.69,DT16,Kondagaon,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT16,Kondagaon,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,78,78,DT16,Kondagaon,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT16,Kondagaon,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT16,Kondagaon,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,63.56,63.56,DT16,Kondagaon,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT16,Kondagaon,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,100,100,DT16,Kondagaon,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,10,10,DT16,Kondagaon,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT16,Kondagaon,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT16,Kondagaon,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,3,2.93,DT16,Kondagaon,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,45.91,45.91,DT16,Kondagaon,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.26,1.2118,DT16,Kondagaon,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,1,1,DT16,Kondagaon,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT16,Kondagaon,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,57.92,57.92,DT16,Kondagaon,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,25.8,25.8,DT16,Kondagaon,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.66,1.66,DT16,Kondagaon,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT16,Kondagaon,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,109.9,109.3,DT16,Kondagaon,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,109.3,109.9,DT16,Kondagaon,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,94.7,94.93,DT16,Kondagaon,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.08,0.077,DT17,Korba,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,60.6,60.6,DT17,Korba,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,8.6,8.61,DT17,Korba,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.99,76.71,DT17,Korba,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,29.35,4.71,DT17,Korba,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,30.17,49.06,DT17,Korba,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,11.52,27.9,DT17,Korba,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,114,114,DT17,Korba,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,13.78,22.96,DT17,Korba,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,54.6,54.6,DT17,Korba,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,63,62.98,DT17,Korba,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2364,2364,DT17,Korba,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1035,1035,DT17,Korba,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99,99.97,DT17,Korba,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,48,70,DT17,Korba,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,96.16,93.07,DT17,Korba,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,132,125.23,DT17,Korba,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,32.17,32.17,DT17,Korba,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,6,21.81,DT17,Korba,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,63.77,4.39,DT17,Korba,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,82.92,82.92,DT17,Korba,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,64.23,64.23,DT17,Korba,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,84.02,84.02,DT17,Korba,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,10.22,10.22,DT17,Korba,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,10.67,10.92,DT17,Korba,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,95.61,95.61,DT17,Korba,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,85.67,85.67,DT17,Korba,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,83.85,83.85,DT17,Korba,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,20,20,DT17,Korba,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,6.76,49.12,DT17,Korba,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,989,989,DT17,Korba,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,49.12,6.76,DT17,Korba,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,57.45,57.45,DT17,Korba,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,13.4,13.4,DT17,Korba,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,12.54,12.54,DT17,Korba,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,27.3,27.23,DT17,Korba,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,100,100,DT17,Korba,2023,N
